:START_ID,:END_ID,:TYPE
150621,150600,BELONGS_TO
150600,150621,CONTAINS
150622,150600,BELONGS_TO
150600,150622,CONTAINS
150623,150600,BELONGS_TO
150600,150623,CONTAINS
150624,150600,BELONGS_TO
150600,150624,CONTAINS
150625,150600,BELONGS_TO
150600,150625,CONTAINS
150626,150600,BELONGS_TO
150600,150626,CONTAINS
150627,150600,BELONGS_TO
150600,150627,CONTAINS
150700,150000,BELONGS_TO
150000,150700,CONTAINS
150702,150700,BELONGS_TO
150700,150702,CONTAINS
150703,150700,BELONGS_TO
150700,150703,CONTAINS
150721,150700,BELONGS_TO
150700,150721,CONTAINS
150722,150700,BELONGS_TO
150700,150722,CONTAINS
150723,150700,BELONGS_TO
150700,150723,CONTAINS
150724,150700,BELONGS_TO
150700,150724,CONTAINS
150725,150700,BELONGS_TO
150700,150725,CONTAINS
150726,150700,BELONGS_TO
150700,150726,CONTAINS
150727,150700,BELONGS_TO
150700,150727,CONTAINS
150781,150700,BELONGS_TO
150700,150781,CONTAINS
150782,150700,BELONGS_TO
150700,150782,CONTAINS
150783,150700,BELONGS_TO
150700,150783,CONTAINS
150784,150700,BELONGS_TO
150700,150784,CONTAINS
150785,150700,BELONGS_TO
150700,150785,CONTAINS
150800,150000,BELONGS_TO
150000,150800,CONTAINS
150802,150800,BELONGS_TO
150800,150802,CONTAINS
150821,150800,BELONGS_TO
150800,150821,CONTAINS
150822,150800,BELONGS_TO
150800,150822,CONTAINS
150823,150800,BELONGS_TO
150800,150823,CONTAINS
150824,150800,BELONGS_TO
150800,150824,CONTAINS
150825,150800,BELONGS_TO
150800,150825,CONTAINS
150826,150800,BELONGS_TO
150800,150826,CONTAINS
150900,150000,BELONGS_TO
150000,150900,CONTAINS
150902,150900,BELONGS_TO
150900,150902,CONTAINS
150921,150900,BELONGS_TO
150900,150921,CONTAINS
150922,150900,BELONGS_TO
150900,150922,CONTAINS
150923,150900,BELONGS_TO
150900,150923,CONTAINS
150924,150900,BELONGS_TO
150900,150924,CONTAINS
150925,150900,BELONGS_TO
150900,150925,CONTAINS
150926,150900,BELONGS_TO
150900,150926,CONTAINS
150927,150900,BELONGS_TO
150900,150927,CONTAINS
150928,150900,BELONGS_TO
150900,150928,CONTAINS
150929,150900,BELONGS_TO
150900,150929,CONTAINS
150981,150900,BELONGS_TO
150900,150981,CONTAINS
152200,150000,BELONGS_TO
150000,152200,CONTAINS
152201,152200,BELONGS_TO
152200,152201,CONTAINS
152202,152200,BELONGS_TO
152200,152202,CONTAINS
152221,152200,BELONGS_TO
152200,152221,CONTAINS
152222,152200,BELONGS_TO
152200,152222,CONTAINS
152223,152200,BELONGS_TO
152200,152223,CONTAINS
152224,152200,BELONGS_TO
152200,152224,CONTAINS
152500,150000,BELONGS_TO
150000,152500,CONTAINS
152501,152500,BELONGS_TO
152500,152501,CONTAINS
152502,152500,BELONGS_TO
152500,152502,CONTAINS
152522,152500,BELONGS_TO
152500,152522,CONTAINS
152523,152500,BELONGS_TO
152500,152523,CONTAINS
152524,152500,BELONGS_TO
152500,152524,CONTAINS
152525,152500,BELONGS_TO
152500,152525,CONTAINS
152526,152500,BELONGS_TO
152500,152526,CONTAINS
152527,152500,BELONGS_TO
152500,152527,CONTAINS
152528,152500,BELONGS_TO
152500,152528,CONTAINS
152529,152500,BELONGS_TO
152500,152529,CONTAINS
152530,152500,BELONGS_TO
152500,152530,CONTAINS
152531,152500,BELONGS_TO
152500,152531,CONTAINS
152900,150000,BELONGS_TO
150000,152900,CONTAINS
152921,152900,BELONGS_TO
152900,152921,CONTAINS
152922,152900,BELONGS_TO
152900,152922,CONTAINS
152923,152900,BELONGS_TO
152900,152923,CONTAINS
210000,000000,BELONGS_TO
000000,210000,CONTAINS
210100,210000,BELONGS_TO
210000,210100,CONTAINS
210102,210100,BELONGS_TO
210100,210102,CONTAINS
210103,210100,BELONGS_TO
210100,210103,CONTAINS
210104,210100,BELONGS_TO
210100,210104,CONTAINS
210105,210100,BELONGS_TO
210100,210105,CONTAINS
210106,210100,BELONGS_TO
210100,210106,CONTAINS
210111,210100,BELONGS_TO
210100,210111,CONTAINS
210112,210100,BELONGS_TO
210100,210112,CONTAINS
210113,210100,BELONGS_TO
210100,210113,CONTAINS
210114,210100,BELONGS_TO
210100,210114,CONTAINS
210115,210100,BELONGS_TO
210100,210115,CONTAINS
210123,210100,BELONGS_TO
210100,210123,CONTAINS
210124,210100,BELONGS_TO
210100,210124,CONTAINS
210181,210100,BELONGS_TO
210100,210181,CONTAINS
210200,210000,BELONGS_TO
210000,210200,CONTAINS
210202,210200,BELONGS_TO
210200,210202,CONTAINS
210203,210200,BELONGS_TO
210200,210203,CONTAINS
210204,210200,BELONGS_TO
210200,210204,CONTAINS
210211,210200,BELONGS_TO
210200,210211,CONTAINS
210212,210200,BELONGS_TO
210200,210212,CONTAINS
210213,210200,BELONGS_TO
210200,210213,CONTAINS
210214,210200,BELONGS_TO
210200,210214,CONTAINS
210224,210200,BELONGS_TO
210200,210224,CONTAINS
210281,210200,BELONGS_TO
210200,210281,CONTAINS
210283,210200,BELONGS_TO
210200,210283,CONTAINS
210300,210000,BELONGS_TO
210000,210300,CONTAINS
210302,210300,BELONGS_TO
210300,210302,CONTAINS
210303,210300,BELONGS_TO
210300,210303,CONTAINS
210304,210300,BELONGS_TO
210300,210304,CONTAINS
210311,210300,BELONGS_TO
210300,210311,CONTAINS
210321,210300,BELONGS_TO
210300,210321,CONTAINS
210323,210300,BELONGS_TO
210300,210323,CONTAINS
210381,210300,BELONGS_TO
210300,210381,CONTAINS
210400,210000,BELONGS_TO
210000,210400,CONTAINS
210402,210400,BELONGS_TO
210400,210402,CONTAINS
210403,210400,BELONGS_TO
210400,210403,CONTAINS
210404,210400,BELONGS_TO
210400,210404,CONTAINS
