:START_ID,:END_ID,:TYPE
expert_705,410100,LOCATED_AT
expert_706,440402,LOCATED_AT
expert_707,440402,LOCATED_AT
expert_708,440402,LOCATED_AT
expert_709,440402,LOCATED_AT
expert_710,110114,LOCATED_AT
expert_711,110114,LOCATED_AT
expert_712,110114,LOCATED_AT
expert_713,110114,LOCATED_AT
expert_714,110105,LOCATED_AT
expert_715,110105,LOCATED_AT
expert_716,110105,LOCATED_AT
expert_717,530100,LOCATED_AT
expert_718,530100,LOCATED_AT
expert_719,530100,LOCATED_AT
expert_720,110114,LOCATED_AT
expert_721,500112,LOCATED_AT
expert_722,500112,LOCATED_AT
expert_723,500112,LOCATED_AT
expert_724,500112,LOCATED_AT
expert_725,370900,LOCATED_AT
expert_726,370900,LOCATED_AT
expert_727,500103,LOCATED_AT
expert_728,500103,LOCATED_AT
expert_729,500103,LOCATED_AT
expert_730,321200,LOCATED_AT
expert_731,500103,LOCATED_AT
expert_732,510100,LOCATED_AT
expert_733,510100,LOCATED_AT
expert_734,440100,LOCATED_AT
expert_735,510100,LOCATED_AT
expert_736,510100,LOCATED_AT
expert_737,510100,LOCATED_AT
expert_738,510100,LOCATED_AT
expert_739,350500,LOCATED_AT
expert_740,510100,LOCATED_AT
expert_741,510100,LOCATED_AT
expert_743,510700,LOCATED_AT
expert_744,310114,LOCATED_AT
expert_745,500112,LOCATED_AT
expert_746,500112,LOCATED_AT
expert_747,500112,LOCATED_AT
expert_748,500000,LOCATED_AT
expert_749,500000,LOCATED_AT
expert_750,510100,LOCATED_AT
expert_751,510100,LOCATED_AT
expert_752,310117,LOCATED_AT
expert_753,110105,LOCATED_AT
expert_754,440300,LOCATED_AT
expert_755,310117,LOCATED_AT
expert_756,310117,LOCATED_AT
expert_757,371700,LOCATED_AT
expert_758,310117,LOCATED_AT
expert_759,310117,LOCATED_AT
expert_760,430100,LOCATED_AT
expert_761,500000,LOCATED_AT
expert_762,430100,LOCATED_AT
expert_763,500000,LOCATED_AT
expert_764,110106,LOCATED_AT
expert_765,430100,LOCATED_AT
expert_766,430100,LOCATED_AT
expert_767,320305,LOCATED_AT
expert_768,320305,LOCATED_AT
expert_769,320305,LOCATED_AT
expert_770,320305,LOCATED_AT
expert_771,430100,LOCATED_AT
expert_772,430100,LOCATED_AT
expert_773,510100,LOCATED_AT
expert_774,310000,LOCATED_AT
expert_775,500000,LOCATED_AT
expert_776,430100,LOCATED_AT
expert_777,430100,LOCATED_AT
expert_778,500000,LOCATED_AT
expert_779,440300,LOCATED_AT
expert_780,440300,LOCATED_AT
expert_781,440300,LOCATED_AT
expert_782,440300,LOCATED_AT
expert_783,410500,LOCATED_AT
expert_784,450100,LOCATED_AT
expert_785,450100,LOCATED_AT
expert_786,110108,LOCATED_AT
expert_787,320100,LOCATED_AT
expert_788,320100,LOCATED_AT
expert_789,320100,LOCATED_AT
expert_790,320100,LOCATED_AT
expert_791,320100,LOCATED_AT
expert_792,320100,LOCATED_AT
expert_793,110108,LOCATED_AT
expert_794,320100,LOCATED_AT
expert_795,110108,LOCATED_AT
expert_796,110108,LOCATED_AT
expert_797,210200,LOCATED_AT
expert_798,210200,LOCATED_AT
expert_799,210200,LOCATED_AT
expert_800,110106,LOCATED_AT
expert_801,110106,LOCATED_AT
expert_802,110108,LOCATED_AT
expert_803,440300,LOCATED_AT
expert_804,440300,LOCATED_AT
expert_805,130606,LOCATED_AT
expert_806,370200,LOCATED_AT
expert_807,410300,LOCATED_AT
expert_808,410300,LOCATED_AT
expert_809,370100,LOCATED_AT
expert_810,110107,LOCATED_AT
expert_811,360100,LOCATED_AT
expert_812,110102,LOCATED_AT
expert_813,110102,LOCATED_AT
expert_814,110102,LOCATED_AT
expert_815,110102,LOCATED_AT
expert_816,110102,LOCATED_AT
expert_817,110102,LOCATED_AT
expert_818,110102,LOCATED_AT
expert_819,110102,LOCATED_AT
